Role,Link,Location,Salary,Summary,H1B,Company
Behavior Technician-Training Provided! ,https://job-boards.greenhouse.io/centriaautism/jobs/5566326002,US-Anywhere,"est. $30,000 - $45,000 per year","Behavior Technician position available in the US, providing training for individuals passionate about helping children with autism. Full-time role with a focus on direct client care, data documentation, and collaboration with BCBA/BC. Requires a high school diploma, reliable transportation, and physical capability.",FALSE,Centria Autism
Teacher Assistant,https://boards.greenhouse.io/guidepostmontessori/jobs/6110628,"Rockville, Maryland","est. $32,000 - $36,000 per year","Teacher Assistant position in Rockville, Maryland focusing on Montessori early childhood education. Requires experience with children ages 0-6, CDA or Associate's Degree with ECE coursework, and Maryland credentials. Offers competitive salary and benefits.",FALSE,Guidepost Montessori
Teacher Assistant,https://boards.greenhouse.io/guidepostmontessori/jobs/6133111,"Rockville, Maryland","est. $32,000 - $36,000 per year","Teacher Assistant position in Rockville, Maryland focusing on Montessori early childhood education. Requires experience with children ages 0-6 and relevant educational credentials. Full-time role with competitive salary and benefits.",FALSE,Guidepost Montessori
Teacher Assistant - Infant/Toddler,https://boards.greenhouse.io/guidepostmontessori/jobs/6123330,"Evanston, IL","est. $30,000 - $45,000 per year","Teacher Assistant position in Evanston, Illinois, requiring experience with young children, offering full-time employment with benefits in an educational environment focused on Montessori methods.",FALSE,Guidepost Montessori
Tool Technician,https://www.equipmentshare.com/careers/openings/?gh_jid=6120882,"Denver, CO","est. $37,440 - $60,320 per year","Tool Technician position in Denver, CO, requiring mechanical aptitude, knowledge of hand and power tools, and a high school diploma. Full-time role with competitive salary and benefits.",FALSE,EquipmentShare
Maintenance Technician - Legacy at 51st,https://job-boards.greenhouse.io/assetliving/jobs/5206293004,"Tulsa, OK","est. $35,000 - $50,000 per year","Maintenance Technician position in Tulsa, Oklahoma, requiring experience in property maintenance, knowledge of plumbing, electrical, and HVAC systems, and strong customer service skills. Full-time role in a medium-sized real estate management company.",FALSE,Asset Living
HHA-Certified Home Health Aide-Flexible Hours-Convenient Locations,https://jobs.bayada.com/en/jobs?gh_jid=7567779002,"Salem, MA 01970 | 42.51506292 | -70.90031602","est. $41,600 - $47,840 per year","HHA - Home Health Aide position in Salem, Massachusetts. Requires HHA Certificate or CNA license, with a pay rate of $20-$23 hourly. Flexible hours and locations available.",FALSE,BAYADA Home Health Care
HHA-Certified Home Health Aide-Flexible Hours-Convenient Locations,https://jobs.bayada.com/en/jobs?gh_jid=7567779002,"Salem, MA 01970 | 42.51506292 | -70.90031602","est. $41,600 - $47,840 per year","HHA - Home Health Aide position in Salem, Massachusetts. Requires HHA Certificate or CNA license, with a pay rate of $20-$23 hourly. Flexible hours and locations available.",FALSE,BAYADA Home Health Care
HHA-Certified Home Health Aide-Flexible Hours-Convenient Locations,https://jobs.bayada.com/en/jobs?gh_jid=7567779002,"Salem, MA 01970 | 42.51506292 | -70.90031602","est. $41,600 - $47,840 per year","HHA - Home Health Aide position in Salem, Massachusetts. Requires HHA Certificate or CNA license, with a pay rate of $20-$23 hourly. Flexible hours and locations available.",FALSE,BAYADA Home Health Care
HHA-Certified Home Health Aide-Flexible Hours-Convenient Locations,https://jobs.bayada.com/en/jobs?gh_jid=7567779002,"Salem, MA 01970 | 42.51506292 | -70.90031602","est. $41,600 - $47,840 per year","HHA - Home Health Aide position in Salem, Massachusetts. Requires HHA Certificate or CNA license, with a pay rate of $20-$23 hourly. Flexible hours and locations available.",FALSE,BAYADA Home Health Care
HHA-Certified Home Health Aide-Flexible Hours-Convenient Locations,https://jobs.bayada.com/en/jobs?gh_jid=7567779002,"Salem, MA 01970 | 42.51506292 | -70.90031602","est. $41,600 - $47,840 per year","HHA - Home Health Aide position in Salem, Massachusetts. Requires HHA Certificate or CNA license, with a pay rate of $20-$23 hourly. Flexible hours and locations available.",FALSE,BAYADA Home Health Care
HHA-Certified Home Health Aide-Flexible Hours-Convenient Locations,https://jobs.bayada.com/en/jobs?gh_jid=7567779002,"Salem, MA 01970 | 42.51506292 | -70.90031602","est. $41,600 - $47,840 per year","HHA - Home Health Aide position in Salem, Massachusetts. Requires HHA Certificate or CNA license, with a pay rate of $20-$23 hourly. Flexible hours and locations available.",FALSE,BAYADA Home Health Care
HHA-Certified Home Health Aide-Flexible Hours-Convenient Locations,https://jobs.bayada.com/en/jobs?gh_jid=7567779002,"Salem, MA 01970 | 42.51506292 | -70.90031602","est. $41,600 - $47,840 per year","HHA - Home Health Aide position in Salem, Massachusetts. Requires HHA Certificate or CNA license, with a pay rate of $20-$23 hourly. Flexible hours and locations available.",FALSE,BAYADA Home Health Care
"Home Care Aide, In Home Care",https://jobs.bayada.com/en/jobs?gh_jid=7561408002,"Lansdale, PA 19446 | 40.237983548 | -75.293334042","est. $30,000 - $40,000 per year","Home Care Aide position in Lansdale, Pennsylvania. Seeking candidates with a passion for caregiving and willingness to help others. Full-time role in a large healthcare organization. Previous experience in home health care is welcomed but not required.",FALSE,BAYADA Home Health Care
Home Health Aide $20/Hr,https://jobs.bayada.com/en/jobs?gh_jid=7561825002,"Manchester Center, VT 05255 | 43.173005612 | -73.047045991","est. $40,000 - $50,000 per year","Home Health Aide position in Manchester Center, Vermont. Requires caregiving experience and offers paid training. Full-time role with health benefits and flexible scheduling.",FALSE,BAYADA Home Health Care
Home Health Aide HHA- Pediatrics,https://jobs.bayada.com/en/jobs?gh_jid=7546946002,"Malvern, PA 19355 | 40.043225659 | -75.536083361","est. $30,000 - $40,000 per year","Home Health Aide (HHA) position in Malvern, Pennsylvania, requiring personal care experience and certification. Full-time role focusing on pediatric care with flexible scheduling.",FALSE,BAYADA Home Health Care
Dental Hygienist -West Village,https://job-boards.greenhouse.io/hellotend/jobs/4459379007,"New York, NY","est. $52,000 - $55,000 per year","Dental Hygienist position at Tend in New York, focusing on patient care and hospitality, requiring a Registered Dental Hygienist license and CPR certification.",FALSE,Hellotend
Warehouse Associate,https://boards.greenhouse.io/eositsolutions/jobs/7574094002?gh_jid=7574094002,"Newark, CA","$20,000 - $22,000 per year","Warehouse Associate position in Newark, California requiring skills in logistics, inventory management, and Microsoft Office. Full-time role in a medium-sized technology and logistics company.",FALSE,Eos It Solutions
AI Tutor - Japanese,https://boards.greenhouse.io/xai/jobs/4460058007,Remote,"est. $72,800 - $136,000 per year","AI Tutor - Japanese position at xAI, remote, full-time, temporary for up to 6 months. Requires native Japanese proficiency, strong research and communication skills, and experience in Japanese content creation.",FALSE,X.ai
Excavation Laborer,https://job-boards.greenhouse.io/forgen/jobs/4378541007,"Gonzales, Louisiana, 70707, United States; Sorrento, Louisiana, 70778, United States","est. $30,000 - $50,000 per year","Excavation Laborer position in Gonzales and Sorrento, Louisiana. Requires high school diploma and relevant construction labor experience. Full-time, seasonal role in the environmental construction industry.",FALSE,ForGen
Excavation Laborer,https://job-boards.greenhouse.io/forgen/jobs/4378541007,"Gonzales, Louisiana, 70707, United States; Sorrento, Louisiana, 70778, United States","est. $30,000 - $50,000 per year","Excavation Laborer position in Gonzales and Sorrento, Louisiana. Requires high school diploma and relevant construction labor experience. Full-time, seasonal role in the environmental construction industry.",FALSE,ForGen
Registered Pharmacy Technician,https://job-boards.greenhouse.io/himshers/jobs/7572364002,"New Albany, Ohio","est. $41,600 - $41,600 per year","Registered Pharmacy Technician position at Hims & Hers in New Albany, Ohio. Requires active registration in Ohio, knowledge of pharmacy regulations, and ability to work flexible shifts. Full-time role in a large healthcare company with estimated salary range of $41,600 per year.",FALSE,Hims & Hers
Junior Algorithmic Trader,https://job-boards.greenhouse.io/transmarketgroup/jobs/4389334007?gh_jid=4389334007,"Chicago, Illinois, United States","est. $70,000 - $90,000 per year","Junior Algorithmic Trader position in Chicago, Illinois. Requires skills in Python, C++, data analysis, and quantitative modeling. Ideal for candidates pursuing a technical degree with a GPA of 3.5 or higher. Full-time role with a strong focus on automated trading and market microstructure.",FALSE,TransMarket Group
Junior Quantitative Trader,https://job-boards.greenhouse.io/transmarketgroup/jobs/4389335007?gh_jid=4389335007,"Chicago, Illinois, United States","est. $70,000 - $90,000 per year","Junior Quantitative Trader position in Chicago, Illinois requiring proficiency in Python, a technical degree, and a strong understanding of finance and statistics. Full-time role with a focus on real-time trading and risk management.",FALSE,TransMarket Group
New Grad 2024 | Sales Development Representative,https://jobs.ashbyhq.com/ramp/d3db2d8d-479d-430f-b52f-fce666ed052b,New York,"$76,500 - $90,000 per year","Sales Development Representative position at Ramp in New York for new graduates in 2024. Requires strong communication skills, sales experience, and a B.S. degree. Salary range is $76,500 - $90,000 with relocation assistance.",,Ramp
New Grad 2024 | Sales Development Representative,https://jobs.ashbyhq.com/ramp/d3db2d8d-479d-430f-b52f-fce666ed052b,New York,"$76,500 - $90,000 per year","Sales Development Representative position at Ramp in New York for new graduates in 2024. Requires strong communication skills, sales experience, and a B.S. degree. Salary range is $76,500 - $90,000 with relocation assistance.",,Ramp
Sales Development Representative,https://jobs.ashbyhq.com/ramp/d2d32a6d-5f29-4708-83d0-03b4e44c031d,New York,"$76,500 - $90,000 per year","Sales Development Representative position in New York, requiring strong communication and sales skills, with a salary range of $76,500 - $90,000. Full-time role in the financial services industry, offering hybrid work and relocation assistance.",,Ramp
Sales Development Representative,https://jobs.ashbyhq.com/ramp/d2d32a6d-5f29-4708-83d0-03b4e44c031d,New York,"$76,500 - $90,000 per year","Sales Development Representative position in New York, requiring strong communication and sales skills, with a salary range of $76,500 - $90,000. Full-time role in the financial services industry, offering hybrid work and relocation assistance.",,Ramp
"Patient Services Representative - Call Center - Mason, OH",https://boards.greenhouse.io/phynetdermatology/jobs/4473437007,"Mason, OH","est. $30,000 - $40,000 per year","Patient Services Representative position in Mason, Ohio requiring customer service experience in a call center or healthcare environment. Full-time role in the healthcare industry with essential functions including answering calls, scheduling, and supporting dermatologists and patients.",FALSE,PhyNet Dermatology
